nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class 231->bobei
0.92,0.27,0.93,0.33,0.92,0.33,0.91,0.41,0,0,0.95,0.33,0.95,0.45,0.92,0.51,0.9,0.49,0.86,0.57,0.85,0.67,0.92,0.51,0.9,0.61,0.91,0.72,0.91,0.27,0.92,0.27,0,0,0.93,0.27,walk
0.88,0.29,0.91,0.33,0.9,0.33,0.88,0.43,0,0,0.93,0.35,0.93,0.45,0.9,0.53,0.87,0.49,0.83,0.57,0.81,0.67,0.91,0.51,0.88,0.61,0.9,0.72,0.88,0.27,0.9,0.27,0,0,0.91,0.27,walk
0.86,0.31,0.88,0.35,0.87,0.35,0.86,0.41,0.83,0.47,0.9,0.35,0.91,0.47,0.87,0.55,0.85,0.51,0.81,0.59,0.78,0.69,0.88,0.53,0.86,0.63,0.9,0.69,0.86,0.29,0.86,0.29,0,0,0.88,0.29,walk
0.44,0.29,0.49,0.31,0,0,0,0,0,0,0.5,0.31,0.54,0.43,0.57,0.53,0.53,0.51,0.54,0.63,0.57,0.74,0.53,0.53,0.49,0.63,0.49,0.76,0,0,0.44,0.27,0,0,0.47,0.25,walk
0.43,0.29,0.48,0.31,0.47,0.31,0.47,0.39,0.44,0.47,0.49,0.31,0.53,0.43,0.54,0.53,0.52,0.53,0.53,0.63,0.57,0.74,0.52,0.53,0.48,0.63,0.44,0.76,0,0,0.43,0.27,0,0,0.45,0.25,walk
0.42,0.29,0.44,0.33,0,0,0,0,0,0,0.45,0.33,0.49,0.45,0.5,0.55,0.48,0.53,0.49,0.63,0.56,0.72,0.48,0.53,0.45,0.63,0.44,0.76,0.4,0.29,0.42,0.27,0,0,0.44,0.25,walk
0.4,0.29,0.43,0.33,0.4,0.33,0.42,0.41,0.39,0.47,0.44,0.33,0.47,0.45,0.47,0.55,0.44,0.53,0.43,0.63,0.43,0.76,0.47,0.53,0.47,0.63,0.53,0.69,0.39,0.29,0.4,0.27,0,0,0.43,0.27,walk
0.39,0.29,0.39,0.31,0.37,0.33,0.39,0.43,0,0,0.43,0.31,0.44,0.45,0.42,0.55,0.42,0.53,0.43,0.61,0.48,0.69,0.44,0.53,0.42,0.63,0.43,0.76,0.38,0.27,0.39,0.27,0.37,0.27,0.4,0.25,walk
0.39,0.27,0.38,0.31,0.35,0.31,0,0,0,0,0.42,0.31,0.43,0.43,0.39,0.53,0.39,0.51,0.38,0.61,0,0,0.43,0.49,0.42,0.63,0.43,0.76,0.38,0.27,0.39,0.25,0.35,0.27,0.4,0.25,walk
0.37,0.27,0.37,0.31,0.33,0.31,0.35,0.41,0.35,0.49,0.39,0.31,0.42,0.41,0.38,0.49,0.37,0.49,0.35,0.59,0.38,0.69,0.4,0.49,0.4,0.63,0.43,0.74,0.35,0.25,0.38,0.25,0.34,0.25,0,0,walk
0.35,0.27,0.35,0.31,0.32,0.31,0.32,0.39,0.33,0.47,0.38,0.29,0.4,0.41,0.37,0.49,0.35,0.49,0.34,0.61,0.34,0.69,0.39,0.51,0.39,0.63,0.43,0.74,0.34,0.25,0.35,0.25,0.33,0.25,0,0,walk
0.33,0.27,0.33,0.31,0.29,0.31,0.29,0.39,0.29,0.47,0.35,0.31,0.39,0.41,0.37,0.51,0.33,0.51,0.33,0.61,0.32,0.69,0.37,0.51,0.38,0.63,0.43,0.74,0.33,0.25,0.34,0.25,0.3,0.25,0,0,walk
0.32,0.27,0.3,0.31,0.28,0.31,0.28,0.39,0.27,0.47,0.34,0.29,0.38,0.39,0.37,0.51,0.32,0.49,0.32,0.61,0.32,0.69,0.35,0.49,0.37,0.63,0.43,0.74,0.3,0.25,0.32,0.25,0.29,0.25,0.33,0.23,walk
0.28,0.27,0.29,0.31,0.27,0.31,0.25,0.39,0.25,0.47,0.32,0.29,0.35,0.39,0.35,0.49,0.29,0.49,0.3,0.63,0.32,0.69,0.33,0.49,0.33,0.63,0.4,0.72,0.28,0.25,0.28,0.25,0.25,0.25,0.29,0.23,walk
0.27,0.27,0.27,0.29,0.25,0.31,0.25,0.39,0.24,0.47,0.3,0.29,0.34,0.37,0.35,0.47,0.28,0.47,0.3,0.63,0.38,0.69,0.32,0.47,0.3,0.63,0.38,0.69,0.25,0.25,0.27,0.25,0.24,0.25,0.28,0.23,walk
0.24,0.25,0.25,0.29,0.23,0.31,0.24,0.39,0.24,0.47,0.28,0.29,0.32,0.37,0.33,0.47,0.27,0.47,0.29,0.61,0.33,0.69,0.29,0.47,0.28,0.61,0.33,0.72,0.23,0.25,0.24,0.25,0,0,0.25,0.23,walk
0.24,0.23,0.23,0.31,0.21,0.31,0.21,0.45,0.24,0.51,0.24,0.29,0.27,0.39,0.28,0.45,0.24,0.51,0.27,0.61,0.25,0.69,0.27,0.49,0.28,0.61,0.28,0.72,0.24,0.2,0.24,0.2,0.21,0.23,0,0,walk
0.27,0.23,0.24,0.29,0.23,0.31,0.21,0.43,0.25,0.53,0.25,0.29,0.28,0.39,0.3,0.43,0.25,0.51,0.29,0.61,0.29,0.72,0.28,0.49,0.29,0.61,0.29,0.72,0.25,0.2,0.25,0.2,0.23,0.23,0,0,walk
0.28,0.23,0.25,0.29,0.24,0.31,0.23,0.43,0.25,0.53,0.28,0.29,0.29,0.37,0.32,0.43,0.28,0.51,0.32,0.63,0.33,0.74,0.29,0.49,0.29,0.63,0.28,0.72,0.27,0.2,0.28,0.2,0.24,0.23,0,0,walk
0.29,0.23,0.28,0.31,0.25,0.31,0.25,0.45,0.27,0.53,0.29,0.29,0.32,0.37,0.34,0.41,0.29,0.51,0.34,0.63,0.38,0.74,0.3,0.51,0.29,0.61,0.28,0.72,0.29,0.23,0.29,0.2,0.27,0.23,0,0,walk
0.33,0.25,0.3,0.31,0.29,0.31,0.29,0.45,0.3,0.55,0.33,0.31,0.34,0.39,0.38,0.43,0.33,0.51,0.37,0.63,0.39,0.74,0.34,0.51,0.33,0.61,0.29,0.69,0.32,0.23,0.33,0.23,0.29,0.23,0,0,walk
0.34,0.23,0.32,0.31,0.3,0.31,0.3,0.45,0.32,0.55,0.33,0.31,0.35,0.39,0.38,0.43,0.34,0.51,0.37,0.63,0.39,0.74,0.35,0.51,0.34,0.61,0.3,0.67,0.33,0.23,0,0,0.3,0.23,0,0,walk
0.37,0.23,0.34,0.31,0.33,0.31,0.33,0.45,0.35,0.53,0.35,0.29,0.38,0.41,0.39,0.45,0.35,0.53,0.38,0.63,0.39,0.74,0.38,0.51,0.38,0.63,0.34,0.67,0.35,0.23,0.37,0.2,0.33,0.23,0,0,walk
0.38,0.23,0.35,0.31,0.34,0.31,0.34,0.45,0.38,0.53,0.37,0.29,0,0,0,0,0.37,0.53,0.38,0.65,0.39,0.74,0.4,0.51,0.43,0.57,0,0,0.37,0.2,0.38,0.2,0.34,0.23,0,0,walk
0.42,0.23,0.39,0.31,0.38,0.31,0.38,0.45,0.43,0.51,0.4,0.29,0.42,0.43,0.43,0.49,0.39,0.51,0.4,0.63,0.39,0.74,0.43,0.51,0.45,0.57,0.47,0.72,0.4,0.23,0,0,0.38,0.23,0,0,walk
0.43,0.23,0.39,0.31,0.38,0.31,0.39,0.45,0.43,0.51,0.42,0.31,0.43,0.43,0,0,0.4,0.51,0.4,0.63,0.39,0.74,0.43,0.51,0.45,0.57,0.48,0.72,0.42,0.23,0,0,0.39,0.23,0,0,walk
0.47,0.25,0.44,0.31,0.43,0.33,0.43,0.47,0.47,0.53,0.45,0.31,0.45,0.45,0.48,0.51,0.43,0.53,0.43,0.63,0.39,0.74,0.45,0.51,0.49,0.61,0.52,0.72,0.47,0.23,0.47,0.23,0.44,0.23,0,0,walk
0.48,0.25,0.45,0.31,0.44,0.33,0.44,0.47,0.48,0.53,0.47,0.31,0.47,0.45,0,0,0.44,0.53,0.44,0.63,0.39,0.74,0.47,0.53,0.49,0.61,0.53,0.74,0.48,0.25,0,0,0.45,0.23,0,0,walk
0.2,0.31,0.19,0.35,0.16,0.37,0.15,0.47,0.16,0.55,0.2,0.35,0.23,0.41,0.25,0.45,0.19,0.53,0.2,0.61,0.2,0.69,0.21,0.51,0.23,0.61,0.28,0.74,0.19,0.29,0.2,0.29,0.18,0.29,0,0,walk
0.21,0.31,0.2,0.35,0.19,0.37,0.18,0.47,0.19,0.55,0.21,0.35,0.24,0.41,0.27,0.47,0.21,0.53,0.24,0.61,0.28,0.74,0.24,0.53,0.25,0.61,0.28,0.74,0.21,0.29,0.21,0.29,0.19,0.29,0,0,walk
0.23,0.29,0.21,0.35,0.19,0.37,0.19,0.47,0.21,0.55,0.23,0.35,0.25,0.43,0.27,0.49,0.23,0.53,0.25,0.63,0.28,0.74,0.25,0.53,0.27,0.61,0.27,0.72,0.23,0.29,0,0,0.2,0.29,0,0,walk
0.24,0.29,0.21,0.35,0.2,0.37,0.2,0.47,0.21,0.55,0.24,0.33,0,0,0,0,0.24,0.55,0.25,0.63,0.28,0.72,0.27,0.53,0.27,0.65,0.28,0.72,0.23,0.29,0,0,0.21,0.29,0,0,walk
0.27,0.29,0.24,0.35,0.23,0.35,0.23,0.47,0.25,0.55,0.27,0.35,0,0,0,0,0.25,0.53,0.27,0.63,0.28,0.72,0.28,0.51,0.32,0.59,0.32,0.67,0.25,0.27,0.27,0.27,0.23,0.27,0,0,walk
0.28,0.29,0.25,0.35,0.24,0.35,0.24,0.49,0.28,0.55,0.27,0.33,0,0,0,0,0.27,0.53,0.27,0.63,0.28,0.72,0.29,0.53,0.32,0.59,0.35,0.69,0.27,0.27,0.28,0.27,0.25,0.27,0,0,walk
0.3,0.29,0.28,0.35,0.27,0.35,0.27,0.49,0.3,0.55,0.29,0.33,0,0,0,0,0.28,0.53,0.29,0.61,0.28,0.72,0.32,0.53,0.34,0.59,0.38,0.72,0.3,0.29,0.3,0.27,0.28,0.27,0,0,walk
0.33,0.29,0.3,0.33,0.29,0.35,0.29,0.47,0.33,0.55,0.32,0.33,0,0,0,0,0.3,0.53,0.32,0.63,0.29,0.72,0.34,0.53,0.37,0.63,0.38,0.72,0.33,0.27,0.33,0.27,0.3,0.27,0,0,walk
0.35,0.29,0.32,0.33,0.3,0.35,0.3,0.47,0.34,0.53,0.33,0.33,0.34,0.45,0,0,0.32,0.53,0.34,0.63,0.3,0.72,0.35,0.53,0.37,0.63,0.38,0.72,0.34,0.27,0.35,0.27,0.33,0.27,0,0,walk
0.37,0.29,0.33,0.33,0.32,0.35,0.32,0.47,0.34,0.55,0.34,0.33,0,0,0,0,0.33,0.53,0.35,0.63,0.32,0.72,0.35,0.53,0.38,0.61,0.38,0.72,0.35,0.27,0,0,0.33,0.27,0,0,walk
0.39,0.27,0.35,0.33,0.34,0.33,0.34,0.45,0.37,0.55,0,0,0,0,0,0,0.35,0.53,0.39,0.63,0.37,0.74,0.38,0.53,0.39,0.63,0.38,0.72,0.38,0.27,0,0,0.35,0.25,0,0,walk
0.4,0.29,0.35,0.33,0.35,0.33,0.35,0.45,0.37,0.55,0.37,0.31,0.38,0.41,0.42,0.45,0.37,0.53,0.4,0.61,0.39,0.72,0.38,0.53,0.4,0.61,0.39,0.72,0.39,0.27,0,0,0.38,0.25,0,0,walk
0.42,0.29,0.38,0.33,0.38,0.33,0.37,0.47,0.39,0.55,0.39,0.33,0.4,0.43,0.43,0.47,0.39,0.55,0.39,0.63,0.39,0.72,0.4,0.53,0.43,0.63,0.44,0.74,0.42,0.27,0,0,0.39,0.27,0,0,walk
0.86,0.27,0.82,0.33,0.83,0.33,0.81,0.43,0.8,0.53,0.8,0.31,0,0,0,0,0.78,0.51,0.8,0.61,0.78,0.69,0.77,0.49,0.76,0.59,0.73,0.67,0.85,0.27,0,0,0.83,0.27,0,0,walk
0.87,0.29,0.83,0.33,0.85,0.33,0.82,0.45,0.81,0.53,0.82,0.31,0,0,0,0,0.81,0.51,0.82,0.61,0.83,0.69,0.78,0.49,0.76,0.59,0.73,0.69,0.86,0.27,0,0,0.85,0.27,0,0,walk
0.88,0.29,0.85,0.33,0.86,0.33,0.85,0.45,0.83,0.55,0.83,0.31,0,0,0,0,0.82,0.51,0.83,0.61,0.83,0.69,0.81,0.49,0.78,0.57,0.74,0.67,0.88,0.29,0,0,0.87,0.27,0,0,walk
0.91,0.31,0.87,0.33,0.88,0.35,0.88,0.47,0.88,0.55,0.86,0.31,0,0,0,0,0.86,0.53,0.86,0.59,0,0,0.85,0.51,0.83,0.57,0.8,0.63,0.91,0.29,0,0,0.9,0.29,0,0,walk
0.91,0.31,0.88,0.33,0.9,0.35,0.9,0.47,0.88,0.55,0.86,0.31,0.85,0.37,0,0,0.87,0.51,0.86,0.61,0.85,0.69,0.85,0.51,0.85,0.59,0.81,0.63,0.91,0.29,0,0,0.91,0.29,0,0,walk
0.93,0.31,0.9,0.33,0.91,0.35,0.92,0.45,0.93,0.51,0.88,0.31,0.86,0.39,0.85,0.45,0.9,0.47,0.88,0.55,0.85,0.69,0.87,0.47,0.88,0.55,0,0,0.93,0.29,0,0,0.92,0.29,0,0,walk
0.8,0.16,0.81,0.2,0.78,0.2,0.77,0.27,0.77,0.31,0.82,0.2,0.82,0.29,0.81,0.37,0.78,0.35,0.77,0.43,0.76,0.51,0.8,0.35,0.78,0.43,0.81,0.49,0,0,0.81,0.16,0.8,0.16,0.81,0.16,walk
0.8,0.16,0.8,0.2,0.78,0.2,0.77,0.27,0.76,0.31,0.81,0.2,0.81,0.29,0.8,0.37,0.77,0.35,0.77,0.43,0.77,0.51,0.8,0.35,0.77,0.43,0.78,0.49,0.8,0.14,0.8,0.14,0.78,0.14,0.81,0.16,walk
0.78,0.16,0.78,0.2,0.77,0.2,0.76,0.27,0,0,0.81,0.2,0.8,0.29,0.78,0.37,0.76,0.37,0.74,0.43,0.77,0.51,0.77,0.37,0.77,0.45,0.77,0.51,0.78,0.14,0.78,0.14,0.77,0.14,0.8,0.14,walk
0.78,0.16,0.77,0.2,0.76,0.2,0.74,0.27,0,0,0.8,0.2,0.8,0.29,0.77,0.35,0.76,0.35,0.73,0.41,0.74,0.51,0.77,0.35,0.77,0.43,0.76,0.51,0.77,0.14,0.78,0.14,0.77,0.14,0.78,0.14,walk
0.77,0.16,0.77,0.2,0.74,0.2,0.74,0.27,0.73,0.33,0.78,0.2,0.78,0.29,0.76,0.35,0.74,0.35,0.73,0.43,0.72,0.51,0.77,0.35,0.76,0.43,0.76,0.53,0.76,0.14,0.77,0.14,0.76,0.14,0.77,0.14,walk
0.76,0.16,0.76,0.2,0.74,0.2,0.73,0.25,0.73,0.33,0.78,0.2,0.78,0.29,0.76,0.35,0.73,0.35,0.72,0.43,0.71,0.51,0.76,0.35,0.76,0.43,0.76,0.53,0.76,0.14,0.76,0.14,0.74,0.14,0.77,0.14,walk
0.74,0.16,0.74,0.2,0.73,0.2,0.72,0.29,0.71,0.33,0.76,0.2,0.76,0.29,0.74,0.37,0.72,0.35,0.71,0.43,0.71,0.51,0.74,0.35,0.74,0.43,0.76,0.53,0.73,0.14,0.74,0.14,0.73,0.14,0.76,0.14,walk
0.73,0.16,0.73,0.18,0.72,0.18,0.71,0.27,0.71,0.31,0.76,0.2,0.76,0.29,0.74,0.37,0.71,0.35,0.71,0.45,0.71,0.51,0.73,0.37,0.73,0.45,0.74,0.51,0.73,0.14,0.73,0.14,0.73,0.14,0.74,0.14,walk
0.73,0.16,0.73,0.18,0.71,0.18,0.71,0.27,0.69,0.31,0.74,0.2,0.74,0.29,0.74,0.35,0.71,0.33,0.71,0.43,0.71,0.51,0.73,0.35,0.71,0.43,0.73,0.51,0.72,0.14,0.73,0.14,0.72,0.14,0.73,0.14,walk
0.72,0.16,0.72,0.18,0.71,0.18,0.69,0.25,0.68,0.31,0.74,0.2,0.74,0.27,0.73,0.35,0.71,0.33,0.69,0.43,0.72,0.51,0.72,0.35,0.71,0.43,0.72,0.51,0.72,0.14,0.72,0.14,0.71,0.14,0.73,0.14,walk
0.71,0.16,0.72,0.18,0.69,0.18,0.69,0.25,0.67,0.31,0.73,0.2,0.74,0.29,0.73,0.35,0.71,0.33,0.69,0.43,0.71,0.51,0.72,0.33,0.69,0.43,0.71,0.51,0.71,0.14,0.72,0.14,0.71,0.14,0.72,0.14,walk
0.71,0.16,0.71,0.18,0.69,0.18,0.68,0.27,0.67,0.31,0.73,0.2,0.74,0.27,0.73,0.35,0.69,0.33,0.69,0.43,0.69,0.51,0.72,0.33,0.71,0.43,0.71,0.51,0.71,0.14,0.71,0.14,0.69,0.14,0.72,0.14,walk
0.69,0.16,0.69,0.2,0.68,0.2,0.67,0.27,0.66,0.31,0.72,0.2,0.73,0.29,0.72,0.37,0.68,0.35,0.68,0.43,0.67,0.53,0.71,0.35,0.69,0.43,0.71,0.51,0.69,0.14,0.71,0.14,0.69,0.14,0.71,0.14,walk
0.69,0.16,0.69,0.2,0.68,0.2,0.67,0.27,0.66,0.31,0.72,0.2,0.72,0.29,0.71,0.37,0.68,0.35,0.67,0.45,0.67,0.53,0.69,0.35,0.69,0.45,0.71,0.51,0.69,0.14,0.69,0.14,0.68,0.14,0.71,0.14,walk
0.68,0.16,0.68,0.2,0.67,0.18,0.66,0.27,0.66,0.31,0.71,0.2,0.71,0.29,0.69,0.37,0.67,0.35,0.67,0.45,0.67,0.53,0.68,0.35,0.68,0.43,0.69,0.51,0.68,0.14,0.68,0.14,0.67,0.14,0.69,0.14,walk
0.68,0.16,0.68,0.2,0.66,0.2,0.66,0.27,0.64,0.33,0.69,0.2,0.71,0.29,0.69,0.37,0.66,0.35,0.66,0.43,0.67,0.53,0.68,0.37,0.67,0.45,0.68,0.49,0.68,0.14,0.68,0.14,0.67,0.14,0.69,0.14,walk
0.67,0.16,0.67,0.2,0.64,0.18,0.64,0.27,0.63,0.33,0.69,0.2,0.69,0.29,0.68,0.37,0.64,0.37,0.64,0.45,0.67,0.53,0.67,0.37,0.66,0.45,0.67,0.53,0.66,0.14,0.67,0.14,0.66,0.14,0.68,0.14,walk
0.67,0.16,0.67,0.2,0.64,0.2,0.64,0.27,0.63,0.31,0.68,0.2,0.68,0.29,0.67,0.37,0.64,0.35,0.63,0.43,0.66,0.53,0.67,0.35,0.66,0.45,0.67,0.53,0.66,0.14,0.67,0.14,0.66,0.14,0.68,0.14,walk
0.64,0.16,0.64,0.2,0.63,0.18,0.63,0.27,0.62,0.31,0.67,0.2,0.67,0.29,0.66,0.37,0.63,0.35,0.61,0.43,0.61,0.51,0.66,0.35,0.64,0.45,0.67,0.53,0,0,0.64,0.14,0.64,0.14,0.66,0.14,walk
0.64,0.16,0.64,0.2,0.62,0.2,0.62,0.27,0.61,0.33,0.66,0.2,0.66,0.31,0.64,0.37,0.62,0.35,0.61,0.45,0.59,0.53,0.64,0.37,0.64,0.45,0.67,0.53,0.63,0.14,0.64,0.14,0.62,0.14,0.64,0.14,walk
0.62,0.16,0.62,0.2,0.61,0.2,0.61,0.27,0.59,0.33,0.64,0.2,0.64,0.29,0.63,0.37,0.61,0.35,0.59,0.45,0.58,0.53,0.63,0.37,0.63,0.45,0.66,0.53,0.62,0.14,0.62,0.14,0.61,0.14,0.63,0.14,walk
0.61,0.16,0.61,0.2,0.59,0.2,0.58,0.29,0.58,0.33,0.63,0.2,0.63,0.29,0.63,0.37,0.59,0.37,0.58,0.45,0.58,0.53,0.62,0.37,0.62,0.45,0.66,0.53,0.61,0.16,0.61,0.14,0.59,0.14,0.62,0.14,walk
0.59,0.16,0.59,0.2,0.57,0.2,0.57,0.27,0.56,0.33,0.62,0.2,0.62,0.29,0.62,0.37,0.58,0.35,0.58,0.45,0.58,0.53,0.59,0.37,0.59,0.45,0.63,0.51,0.58,0.14,0.59,0.14,0.58,0.14,0.61,0.14,walk
0.58,0.16,0.59,0.18,0.57,0.18,0.57,0.27,0.56,0.31,0.61,0.2,0.62,0.29,0.62,0.37,0.58,0.35,0.58,0.45,0.58,0.53,0.59,0.35,0.58,0.45,0.62,0.51,0.58,0.14,0.59,0.14,0.58,0.14,0.59,0.14,walk
0.57,0.16,0.57,0.18,0.54,0.18,0.54,0.25,0.53,0.31,0.59,0.2,0.61,0.29,0.59,0.37,0.56,0.35,0.56,0.45,0.57,0.53,0.58,0.35,0.57,0.45,0.58,0.53,0.56,0.14,0.57,0.14,0.56,0.14,0.58,0.14,walk
0.56,0.16,0.56,0.2,0.54,0.2,0.53,0.27,0.52,0.31,0.58,0.2,0.59,0.29,0.59,0.37,0.56,0.35,0.54,0.45,0.54,0.55,0.57,0.37,0.57,0.45,0.58,0.53,0.56,0.14,0.56,0.14,0.54,0.14,0.57,0.14,walk
0.54,0.16,0.54,0.2,0.52,0.2,0.5,0.27,0.49,0.33,0.57,0.2,0.58,0.29,0.58,0.37,0.53,0.37,0.53,0.47,0.52,0.55,0.56,0.37,0.57,0.47,0.58,0.53,0.54,0.14,0.54,0.14,0.53,0.14,0.56,0.14,walk
0.53,0.16,0.53,0.2,0.52,0.2,0.5,0.27,0.48,0.33,0.56,0.2,0.57,0.29,0.57,0.37,0.53,0.39,0.52,0.47,0.5,0.55,0.54,0.39,0.56,0.47,0.58,0.53,0.53,0.16,0.54,0.16,0.52,0.16,0.54,0.14,walk
0.52,0.16,0.52,0.2,0.49,0.2,0.49,0.27,0.48,0.33,0.54,0.2,0.54,0.29,0.54,0.39,0.5,0.35,0.5,0.45,0.5,0.55,0.53,0.35,0.52,0.45,0.56,0.51,0.52,0.16,0.52,0.16,0.5,0.16,0.53,0.14,walk
0.5,0.16,0.5,0.2,0.49,0.2,0.48,0.27,0.47,0.33,0.53,0.2,0.54,0.31,0.53,0.39,0.5,0.37,0.5,0.47,0.5,0.55,0.52,0.37,0.52,0.47,0.5,0.55,0.5,0.16,0.52,0.14,0.49,0.14,0.52,0.14,walk
0.49,0.16,0.49,0.2,0.47,0.2,0.47,0.27,0.45,0.33,0.52,0.2,0.52,0.31,0.5,0.39,0.48,0.37,0.49,0.47,0.5,0.53,0.5,0.37,0.49,0.47,0.5,0.53,0.48,0.16,0.49,0.16,0.48,0.16,0.5,0.14,walk
0.48,0.18,0.48,0.2,0.47,0.2,0.47,0.29,0.45,0.33,0.5,0.2,0.5,0.31,0.49,0.37,0.47,0.37,0.45,0.43,0.48,0.53,0.49,0.35,0.49,0.47,0.5,0.55,0.47,0.16,0.48,0.16,0.47,0.16,0.49,0.16,walk
0.47,0.18,0.47,0.2,0.44,0.2,0.44,0.29,0.44,0.33,0.48,0.23,0.49,0.31,0.47,0.37,0.45,0.37,0.44,0.47,0.44,0.55,0.48,0.37,0.49,0.47,0.5,0.55,0.45,0.16,0.47,0.16,0.44,0.16,0.47,0.16,walk
0.44,0.18,0.45,0.2,0.44,0.23,0.43,0.29,0.43,0.35,0.47,0.23,0.48,0.31,0.45,0.39,0.44,0.37,0.44,0.47,0.43,0.55,0.47,0.37,0.48,0.47,0.5,0.55,0.44,0.16,0.45,0.16,0.44,0.16,0.45,0.16,walk
0.43,0.18,0.43,0.23,0.42,0.23,0,0,0,0,0.45,0.23,0.45,0.33,0.44,0.39,0.42,0.39,0.42,0.47,0.42,0.55,0.44,0.39,0.47,0.47,0.5,0.55,0.42,0.16,0.43,0.16,0.42,0.16,0.43,0.16,walk
0.42,0.18,0.42,0.23,0.4,0.23,0,0,0,0,0.44,0.23,0.45,0.33,0.44,0.39,0.42,0.39,0.42,0.47,0.42,0.55,0.44,0.39,0.45,0.47,0.49,0.53,0.42,0.18,0.42,0.16,0.4,0.16,0.43,0.16,walk
0.38,0.18,0.4,0.23,0.38,0.23,0.38,0.29,0.38,0.35,0.42,0.23,0.43,0.31,0.43,0.39,0.39,0.39,0.4,0.47,0.43,0.55,0.42,0.39,0.4,0.47,0.45,0.53,0,0,0.38,0.18,0,0,0.4,0.16,walk
0.37,0.2,0.39,0.23,0.38,0.23,0.37,0.29,0.37,0.35,0.4,0.23,0.43,0.31,0.43,0.39,0.39,0.37,0.39,0.47,0.42,0.55,0.4,0.37,0.4,0.47,0.43,0.55,0.37,0.18,0.38,0.18,0,0,0.39,0.16,walk
0.35,0.2,0.37,0.23,0.35,0.23,0.35,0.29,0.34,0.35,0.39,0.23,0.42,0.31,0.42,0.39,0.38,0.39,0.37,0.49,0.38,0.57,0.39,0.39,0.4,0.47,0.42,0.55,0.34,0.2,0.35,0.18,0,0,0.37,0.18,walk
0.33,0.2,0.35,0.23,0.34,0.23,0.34,0.31,0.33,0.35,0.38,0.23,0.4,0.31,0.4,0.39,0.37,0.41,0.35,0.49,0.35,0.59,0.39,0.39,0.4,0.49,0.42,0.55,0,0,0.34,0.2,0,0,0.35,0.18,walk
0.32,0.23,0.34,0.25,0.33,0.25,0.33,0.31,0.32,0.37,0.35,0.25,0.38,0.33,0.38,0.41,0.34,0.43,0.34,0.51,0.34,0.59,0.37,0.41,0.38,0.49,0.42,0.55,0.32,0.2,0.32,0.2,0,0,0.34,0.18,walk
0.32,0.23,0.33,0.25,0.32,0.25,0.32,0.33,0.3,0.37,0.35,0.25,0.37,0.33,0.38,0.41,0.34,0.43,0.34,0.51,0.34,0.59,0.35,0.41,0.38,0.49,0.4,0.55,0.3,0.2,0.32,0.2,0,0,0.33,0.18,walk
0.29,0.23,0.3,0.25,0.29,0.25,0,0,0,0,0.33,0.25,0.33,0.35,0.33,0.43,0.3,0.41,0.33,0.51,0.34,0.59,0.33,0.41,0.33,0.49,0.38,0.53,0.29,0.2,0.3,0.2,0,0,0.32,0.18,walk
0.29,0.23,0.29,0.25,0.28,0.25,0,0,0,0,0.32,0.25,0.32,0.35,0.3,0.43,0.29,0.43,0.32,0.51,0.34,0.57,0.32,0.43,0.32,0.51,0.34,0.59,0.28,0.2,0.29,0.2,0,0,0.3,0.2,walk
0.28,0.23,0.28,0.25,0.27,0.27,0,0,0,0,0.3,0.27,0.3,0.35,0.28,0.43,0.28,0.41,0.28,0.49,0.3,0.57,0.3,0.41,0.32,0.51,0.34,0.59,0.27,0.2,0.28,0.2,0.27,0.2,0.29,0.2,walk
0.27,0.23,0.27,0.27,0.25,0.27,0,0,0,0,0.29,0.27,0.29,0.37,0.27,0.43,0.27,0.41,0.27,0.51,0.28,0.59,0.29,0.41,0.32,0.51,0.34,0.59,0.25,0.2,0.27,0.2,0.25,0.2,0.28,0.2,walk
0.24,0.23,0.25,0.27,0.23,0.27,0,0,0,0,0.27,0.27,0.28,0.37,0.25,0.43,0.25,0.43,0.25,0.53,0.25,0.61,0.28,0.43,0.29,0.51,0.33,0.59,0.24,0.23,0.25,0.23,0.23,0.23,0.25,0.2,walk
0.24,0.25,0.24,0.27,0.23,0.27,0.23,0.35,0,0,0.27,0.27,0.28,0.37,0.25,0.45,0.24,0.43,0.25,0.53,0.25,0.61,0.27,0.41,0.29,0.51,0.33,0.57,0.23,0.23,0.24,0.23,0.23,0.23,0.25,0.23,walk
0.21,0.25,0.23,0.27,0.2,0.27,0.21,0.37,0.21,0.39,0.24,0.27,0.27,0.35,0.27,0.43,0.23,0.43,0.24,0.53,0.27,0.59,0.25,0.43,0.25,0.53,0.29,0.59,0.21,0.23,0.23,0.23,0.2,0.23,0.23,0.23,walk
0.21,0.25,0.21,0.27,0.2,0.27,0.2,0.35,0.2,0.39,0.24,0.27,0.25,0.35,0.27,0.43,0.21,0.41,0.24,0.53,0.27,0.59,0.24,0.41,0.24,0.53,0.27,0.59,0.2,0.23,0.21,0.23,0.2,0.23,0.21,0.23,walk
